,Serial No.,Name,ID Number,Time,Comments,Unnamed: 5
7207,7208,Venkat Ram,21881A7259,02-10-2023 16:00,"Engaged in an electrifying gaming tournament, facing tough competition from top-notch gamers. #GamingThrills",
9182,9183,Anupama Naidu,22881A0440,01-10-2023 10:15,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
1691,1692,Arun Kumar,22881A7368,21-09-2023 20:00,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
6877,6878,Kiran Kumar,22881A7245,04-10-2023 21:30,Engaging session on AI. The future looks exciting with AI advancements. #AIFuture,
4543,4544,Ravi Chandra,21881A0514,18-09-2023 17:45,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
5123,5124,Aisha Reddy,22881A7372,30-09-2023 19:15,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
4399,4400,Karthik Reddy,22881A7275,20-09-2023 22:15,Workshops on machine learning were enlightening. So much to absorb and learn! #MLInsights,
759,760,Aditya Sharma,22881A7396,04-10-2023 10:15,"Joined the hackathon, where I navigated through challenging coding scenarios.",
374,375,Pradeep Bansal,21881A7229,21-09-2023 20:45,Enthralled by the mesmerizing cultural performances that unfolded.,
9693,9694,Deepak Naidu,22881A7380,03-10-2023 20:45,"The career fair was an eye-opening experience, offering me the chance to explore a multitude of career paths and discover various opportunities. #CareerExploration",
6606,6607,Harish Choudhury,21881A0511,30-09-2023 23:00,The art exhibition showcased unique talents. Inspired to explore my artistic side. #ArtInspiration,
2225,2226,Kavita Sharma,22881A7353,02-10-2023 11:00,"The quiz competition provided a combination of excitement and anxiety, pushing our knowledge to its limits. #QuizThrills",
4133,4134,Karthika Patel,22881A7284,02-10-2023 14:30,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
9064,9065,Kaira Bansal,22881A7371,01-10-2023 23:00,Speech session was too sleepy to hear. Ok. Upto the mark.,
8586,8587,Pranav Nair,21881A1249,29-09-2023 11:00,"Participated in a session exploring data science, unveiling a world of endless possibilities. #DataScienceInsights",
6733,6734,Suresh Babu,22881A0436,03-10-2023 20:45,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
270,271,Srinivas Reddy,22881A0431,02-10-2023 18:30,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationTalk,
2344,2345,Vivek Nair,21881A0599,30-09-2023 19:15,Disturbing,
5364,5365,Sujay Reddy,22881A0516,04-10-2023 15:15,"Participated in a nerve-wracking yet thrilling quiz competition, stretching our knowledge to the maximum. #QuizThrills",
312,313,Ananya Kumar,22881A7385,03-10-2023 20:00,Felt so happy for attending the session,
961,962,Arjun Sharma,21881A0523,16-09-2023 17:45,The panel discussion on innovation sparked new ideas and perspectives. Ready to innovate! #InnovationSparks,
7080,7081,Srinivas Reddy,21881A7259,30-09-2023 23:00,"Attended a transformative workshop on entrepreneurship, feeling motivated and ready to launch my entrepreneurial venture. #EntrepreneurialDreams",
4590,4591,Arjun Menon,22881A0472,30-09-2023 21:30,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
5465,5466,Advait Khanna,21881A6610,02-10-2023 19:15,"The quiz competition brought a mix of nerves and excitement, thoroughly testing our knowledge. #QuizThrills",
6647,6648,Neha Verma,21881A0599,17-09-2023 17:45,The event lacked professionalism,
8288,8289,Rohit Mehra,21881A1258,21-09-2023 18:30,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
2954,2955,Sujay Reddy,21881A0562,18-09-2023 20:45,The panel discussion on innovation sparked new ideas and perspectives. Ready to innovate! #InnovationSparks,
5369,5370,Kavita Sharma,22881A7207,30-09-2023 23:00,"Joined an uplifting entrepreneurship workshop, now motivated and prepared to kickstart my entrepreneurial venture. #EntrepreneurialDreams",
9317,9318,Prakash Menon,21881A0526,20-09-2023 09:30,The gaming tournament was thrilling! Competed with some top-notch gamers. #GamingThrills,
9848,9849,Deepak Naidu,21881A1234,01-10-2023 09:30,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
9090,9091,Pranav Nair,21881A0576,29-09-2023 09:30,"Embraced the hackathon challenge, putting my coding proficiency to the test. #HackathonChallenges",
4559,4560,Veer Khanna,22881A6655,29-09-2023 11:00,Underwhelming,
5050,5051,Nithya Prakash,22881A7339,29-09-2023 19:15,Boring. Sweet and simple. Faculty too bad.,
7592,7593,Aryan Kapoor,22881A6737,29-09-2023 18:30,Disorganized,
6475,6476,Tarun Joshi,21881A0599,02-10-2023 20:45,Tedious,
7137,7138,Anjali Menon,22881A7237,03-10-2023 20:45,Entered the hackathon and explored the boundaries of my coding capabilities.,
9932,9933,Deepa Sharma,21881A0530,21-09-2023 14:30,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
110,111,Amrita Nair,21881A7319,02-10-2023 09:30,"The science fair showcased the wonders of science, providing an extensive landscape for learning and discovery. #ScienceExploration",
4716,4717,Preeti Sharma,22881A0484,04-10-2023 20:00,The closing ceremony was emotional and heartwarming. Proud to be part of this community. #CommunitySpirit,
7876,7877,Sowmya Patel,21881A6657,22-09-2023 17:45,"Participated in the hackathon and met the challenge head-on, pushing my coding skills. #HackathonChallenges",
1167,1168,Amrutha Nair,21881A7244,03-10-2023 22:15,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
8236,8237,Vignesh Reddy,21881A0425,03-10-2023 14:30,The closing ceremony was emotional and heartwarming. Proud to be part of this community. #CommunitySpirit,
6109,6110,Preeti Rajan,22881A7269,05-10-2023 19:15,More entertainment and events need to be conducted. It has been very dry.,
3610,3611,Neha Rajput,21881A1214,18-09-2023 23:00,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
1347,1348,Tarun Joshi,21881A6664,16-09-2023 16:00,"The quiz competition proved to be both nerve-wracking and exhilarating, pushing our knowledge to the limits. #QuizThrills",
3588,3589,Preethi Menon,22881A6661,04-10-2023 22:15,Dull,
2904,2905,Srinivas Reddy,21881A0507,16-09-2023 15:15,"Participated in a session exploring data science, unveiling a world of endless possibilities. #DataScienceInsights",
8558,8559,Madhuri Sharma,21881A0476,16-09-2023 20:00,Workshops on machine learning were enlightening. So much to absorb and learn! #MLInsights,
3761,3762,Sumanth Kumar,21881A0487,19-09-2023 09:30,"Explored the myriad wonders of science at the science fair, discovering a plethora of educational insights. #ScienceExploration",
7799,7800,Niharika Reddy,21881A6675,16-09-2023 20:00,Attended an insightful AI session. Exciting possibilities for the future! #AIFuture,
2979,2980,Megha Reddy,22881A0560,30-09-2023 21:30,"The gaming tournament was an electrifying experience, where I faced off against some top-notch gamers. #GamingThrills",
4797,4798,Karan Shah,22881A0453,02-10-2023 19:15,"Participated in an enlightening data science session, discovering the limitless possibilities. #DataScienceInsights",
2424,2425,Tanuja Reddy,21881A7376,01-10-2023 10:15,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
2498,2499,Amrutha Nair,22881A6602,22-09-2023 10:15,"Engaged in workshops on machine learning that were enlightening, providing a plethora of knowledge to absorb and understand. #MLInsights",
5614,5615,Ananya Kumar,22881A7311,19-09-2023 12:45,"The art exhibition provided a sensory feast, showcasing an impressive blend of creativity and talent. #ArtisticFeast",
8547,8548,Neha Reddy,21881A0586,05-10-2023 17:45,Impressed by the project exhibition. Feeling inspired. #InnovativeProjects,
4323,4324,Vivek Kumar,21881A7365,03-10-2023 15:15,The closing ceremony was emotional. Saying goodbye to such an amazing fest was tough. #FarewellEmotions,
7045,7046,Vivaan Sharma,21881A1234,30-09-2023 19:15,Participated in the debate competition and had some intense discussions. Stimulating intellectual exchange! #DebateIntellect,
3766,3767,Meera Nair,21881A1230,30-09-2023 19:15,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
42,43,Prashant Reddy,21881A7299,30-09-2023 23:00,"Joined an insightful data science session, uncovering the vast array of possibilities. #DataScienceInsights",
4722,4723,Karthik Naidu,21881A0586,29-09-2023 11:00,Participated in the science quiz. Tested my knowledge and had fun! #QuizThrills,
7905,7906,Rajat Kumar,21881A0578,21-09-2023 18:30,The career fair opened up new possibilities. Excited for the future. #CareerOpportunities,
3751,3752,Anusha Venkatesh,22881A0438,03-10-2023 19:15,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
2383,2384,Shalini Naidu,22881A7253,23-09-2023 20:00,Entered the hackathon and explored the boundaries of my coding capabilities.,
7435,7436,Kritika Sharma,22881A0454,05-10-2023 17:45,"Engaged in a thrilling gaming tournament, facing off against some of the best gamers in the field. #GamingThrills",
1350,1351,Arjun Menon,22881A0587,01-10-2023 17:45,Satisfactory. Not satisfied. Sweet and simple.,
6123,6124,Ayesha Deshmukh,21881A0403,30-09-2023 23:00,Explored the tech expo and discovered the latest gadgets. Exciting innovations! #TechDiscoveries,
6612,6613,Avani Khurana,22881A0471,01-10-2023 22:15,"The science fair was a treasure trove of scientific wonders, providing ample chances for learning and exploration. #ScienceExploration",
9701,9702,Divya Rajan,22881A7245,03-10-2023 17:45,"Participated actively in the debate competition, fostering intense intellectual discussions.",
8666,8667,Arvind Reddy,22881A0407,29-09-2023 18:30,The cultural performances were mesmerizing. Got lost in the beauty of dance and music. #CulturalExtravaganza,
632,633,Yashika Kapoor,21881A0599,01-10-2023 20:00,The event's promotion of diversity was inadequate,
6889,6890,Ananya Choudhury,22881A0453,02-10-2023 17:45,Participated in the hackathon and achieved success. A challenging but fulfilling experience! #HackathonSuccess,
3580,3581,Aditya Reddy,22881A6711,19-09-2023 16:00,The dance and music in the cultural event created a truly enchanting atmosphere.,
2777,2778,Sunil Nair,22881A7318,28-09-2023 19:15,Boring. Sweet and simple. Faculty too bad.,
8141,8142,Ananya Kumar,22881A0581,30-09-2023 18:30,The event is not as much as I expected,
494,495,Prashant Reddy,21881A0567,30-09-2023 23:00,Debate competition was a test of wit and knowledge. Challenging and fun! #DebateChallenge,
1805,1806,Pradeep Naidu,22881A0454,18-09-2023 16:00,Enjoyed the robotics competition. Our bots did great! #RoboticsFun,
206,207,Neha Reddy,22881A7337,29-09-2023 10:15,Participated in an intense debate competition. Engaging discussions on various topics. #DebateIntellect,
1199,1200,Rohan Khanna,21881A0442,30-09-2023 22:15,The coding challenges were tough but exciting. Improved my problem-solving skills. #CodingChallenge,
3808,3809,Suresh Menon,22881A0463,04-10-2023 15:15,Unattractive,
832,833,Tarun Joshi,21881A0512,04-10-2023 22:15,"The art exhibition was a visual extravaganza, displaying an impressive array of creativity and talent. #ArtisticFeast",
6217,6218,Shalini Reddy,22881A7271,18-09-2023 23:00,Boring. Sweet and simple. Faculty too bad.,
7669,7670,Krish Menon,21881A0599,29-09-2023 18:30,Underwhelming,
6149,6150,Raghu Varma,22881A0438,02-10-2023 18:30,The career fair opened up new possibilities. Excited for the future. #CareerOpportunities,
1997,1998,Kalyani Iyer,21881A6604,21-09-2023 14:30,Art exhibition was a feast for the eyes. So much creativity showcased! #ArtisticFeast,
3729,3730,Avinash Kapoor,21881A1218,30-09-2023 19:15,The event's lack of innovation and creativity was disappointing. #LackofInnovation,
990,991,Neha Reddy,22881A7339,02-10-2023 19:15,The faculty and management are least interactive,
9800,9801,Kirti Kumar,21881A7333,01-10-2023 12:45,"Engaged in an electrifying gaming tournament, facing tough competition from top-notch gamers. #GamingThrills",
8227,8228,Karan Patel,21881A6654,01-10-2023 18:30,Explored the latest trends in technology at the tech expo. Exciting innovations ahead! #TechInnovations,
8464,8465,Shweta Menon,21881A0599,21-09-2023 14:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
6320,6321,Aditya Sharma,21881A1240,20-09-2023 12:45,Art exhibition was a feast for the eyes. So much creativity showcased! #ArtisticFeast,
9910,9911,Arnav Bansal,21881A1230,19-09-2023 23:00,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
402,403,Siddharth Malhotra,21881A0599,30-09-2023 19:15,Tedious,
7665,7666,Amrita Nair,22881A0464,23-09-2023 21:30,Delved into the most recent technological advancements at the tech expo. Exciting innovations lie ahead! #TechTrends,
8230,8231,Nisha Iyer,21881A6624,30-09-2023 21:30,"Delved into the tech expo, discovering the latest trends in technology. Exciting innovations are anticipated! #TechTrends",
1625,1626,Shalini Prakash,22881A7346,30-09-2023 12:45,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
9193,9194,Pradeep Naidu,21881A7262,02-10-2023 14:30,"Participated in the debate competition, experiencing invigorating intellectual exchanges.",
7565,7566,Sara Reddy,21881A0599,20-09-2023 14:30,Neglectful,
1148,1149,Diya Bhatia,21881A6609,02-10-2023 11:00,"Embraced the hackathon challenge, putting my coding proficiency to the test. #HackathonChallenges",
4546,4547,Nisha Iyer,22881A0436,02-10-2023 20:00,"The quiz competition brought a mix of nerves and excitement, thoroughly testing our knowledge. #QuizThrills",
9384,9385,Vikram Singh,22881A0464,04-10-2023 21:30,"Engaged in an informative session on AI, foreseeing an exhilarating future shaped by AI advancements. #AIFuture",
3873,3874,Karan Shah,22881A0556,03-10-2023 21:30,Participated in the hackathon and achieved success. A challenging but fulfilling experience! #HackathonSuccess,
3224,3225,Anika Iyer,21881A1219,02-10-2023 23:00,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
82,83,Radhika Chauhan,22881A6683,04-10-2023 20:45,Unremarkable,
3649,3650,Vihan Joshi,21881A0599,29-09-2023 21:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
443,444,Yuvan Iyer,21881A1240,30-09-2023 12:45,"Immersed in the exploration of science wonders at the science fair, where learning and discovery were abundant. #ScienceExploration",
4008,4009,Vikas Menon,21881A1268,19-09-2023 16:00,Investigated the current state of technology at the tech expo. Exciting innovations are expected! #TechTrends,
9996,9997,Sowmya Patel,21881A7241,04-10-2023 21:30,"Joined an inspirational entrepreneurship workshop, now driven to commence my own business venture. #EntrepreneurialDreams",
9960,9961,Neha Reddy,22881A7337,03-10-2023 12:45,"Took part in a heart-pounding gaming tournament, challenging my abilities against top-notch opponents. #GamingThrills",
9137,9138,Rohan Khanna,21881A0599,01-10-2023 23:00,The venue facilities were inadequate,
2259,2260,Sandhya Reddy,22881A6743,29-09-2023 09:30,Neglectful,
3811,3812,Prateek Mishra,22881A0471,04-10-2023 15:15,Unengaging,
520,521,Kavita Sharma,21881A6649,16-09-2023 10:15,Career fair was enlightening. Explored various career paths and opportunities. #CareerExploration,
6646,6647,Sowmya Patel,22881A0537,04-10-2023 18:30,Cordinators organized the event well. Active participation from all the students. Expecting the next session to start within the mentioned time.,
5548,5549,Ayush Kapoor,21881A0492,30-09-2023 10:15,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
8610,8611,Preethi Nair,21881A0566,19-09-2023 20:00,Participated in the debate competition and had some intense discussions. Stimulating intellectual exchange! #DebateIntellect,
328,329,Kavita Sharma,21881A6657,20-09-2023 23:00,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
9497,9498,Advait Khanna,21881A0434,01-10-2023 15:15,"Engaged in a thrilling gaming tournament, facing off against some of the best gamers in the field. #GamingThrills",
7710,7711,Sumanth Kumar,21881A0502,17-09-2023 20:00,The quiz competition was challenging. Tested my knowledge. #KnowledgeChallenge,
940,941,Sumanth Kumar,22881A7342,03-10-2023 21:30,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
3518,3519,Kiran Kumar,22881A7229,02-10-2023 20:00,Attended an inspiring session on sustainable energy feeling motivated to make a difference. #GoGreen,
9376,9377,Anvi Patel,21881A1257,19-09-2023 19:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
2150,2151,Amrutha Nair,21881A7273,03-10-2023 10:15,Entered the hackathon and explored the boundaries of my coding capabilities.,
6925,6926,Nandini Bhandari,21881A7245,02-10-2023 11:00,The showcased projects at the exhibition were truly impressive and full of talent. #InnovationGalore,
1242,1243,Preeti Rajan,22881A7345,21-09-2023 12:45,"Explored the science fair, where the wonders of science presented endless possibilities for learning and discovery. #ScienceExploration",
4876,4877,Swathi Anand,21881A6668,01-10-2023 16:00,The gaming tournament was a thrilling experience! Competitive spirit at its best. #GamingThrills,
2107,2108,Karthik Reddy,21881A0458,04-10-2023 11:00,"Took on the hackathon challenge, testing the boundaries of my coding proficiency. #HackathonChallenges",
7215,7216,Nithya Prakash,22881A7355,02-10-2023 19:15,Speech session was too sleepy to hear. Ok. Upto the mark.,
5483,5484,Keerthi Kumar,21881A7293,03-10-2023 12:45,Entered the hackathon and explored the boundaries of my coding capabilities.,
7271,7272,Sangeetha Reddy,21881A7216,24-09-2023 16:00,"The science fair offered an opportunity to explore the wonders of science, ",
2644,2645,Shweta Menon,21881A0599,23-09-2023 10:15,Tedious,
8147,8148,Harsh Kapoor,21881A7242,02-10-2023 18:30,"The quiz competition brought a mix of anticipation and excitement, thoroughly challenging our knowledge. #QuizThrills",
1862,1863,Suraj Chauhan,21881A0574,20-09-2023 20:45,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
3318,3319,Arathi Nair,21881A7354,03-10-2023 22:15,"Engaged in an intense gaming tournament, where I competed with some of the most formidable gamers. #GamingThrills",
2739,2740,Manoj Patel,22881A6709,30-09-2023 10:15,Neglectful,
483,484,Vivek Nair,21881A0599,22-09-2023 18:30,Uninspired,
4920,4921,Arnav Desai,22881A6659,05-10-2023 09:30,The event failed to capture my interest. The content was mundane and unengaging. #LackofInterest,
1313,1314,Anushka Rao,22881A0447,17-09-2023 18:30,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
1912,1913,Govind Naidu,21881A7285,04-10-2023 16:00,The closing ceremony was emotional and heartwarming. Proud to be part of this community. #CommunitySpirit,
9276,9277,Akhila Patel,21881A7251,02-10-2023 18:30,Entered the hackathon and explored the boundaries of my coding capabilities.,
8695,8696,Tanvi Sharma,22881A0472,03-10-2023 22:15,The quiz competition tested my knowledge to the fullest. Challenging and fun! #QuizCompetition,
3604,3605,Anupama Menon,21881A0433,03-10-2023 20:45,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
3982,3983,Neha Reddy,22881A7371,01-10-2023 21:30,Cordinators organized the event well. Expecting the next session to start within the mentioned time.,
4047,4048,Ravi Chandra,21881A1238,02-10-2023 11:45,Speech session was too sleepy to hear. Ok. Upto the mark.,
6138,6139,Preeti Rajan,21881A7337,03-10-2023 20:45,"Delved into the marvels of science at the science fair, encountering a wealth of learning and exploration! #ScienceExploration",
6402,6403,Kiran Kumar,22881A0537,04-10-2023 09:30,The beauty of dance and music in the cultural event left a lasting impression.,
3521,3522,Siddharth Naidu,22881A7348,29-09-2023 11:00,The event is not as much as I expected,
880,881,Aishwarya Iyer,22881A7349,19-09-2023 19:15,"Took part in a debate competition, engaging in profound intellectual discussions.",
6396,6397,Aisha Reddy,21881A1236,03-10-2023 21:30,Panel discussion on innovation sparked new ideas. Ready to innovate! #InnovationSparks,
5579,5580,Varun Rawat,21881A0466,17-09-2023 21:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
4159,4160,Simran Chauhan,21881A7229,05-10-2023 15:15,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
4063,4064,Vinay Kumar,22881A7229,03-10-2023 17:45,The gaming tournament was competitive. Had a great time showcasing my skills. #GamingCompetition,
2567,2568,Arathi Nair,21881A0537,04-10-2023 16:00,The debate competition was intense! Loved the thrill of defending my arguments. #DebatePassion,
8758,8759,Arya Bansal,21881A1231,29-09-2023 15:15,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
9467,9468,Prateek Mishra,21881A0432,23-09-2023 10:15,Attended an insightful machine learning workshop. Explored the depths of ML! #MLInsights,
2918,2919,Anupama Patel,22881A6671,18-09-2023 10:15,Insipid,
1379,1380,Divya Rajan,22881A0481,20-09-2023 20:45,Participated in the science quiz and had a blast! Testing our knowledge was so much fun. #QuizWhiz,
7640,7641,Megha Reddy,21881A7277,01-10-2023 19:15,Entered the hackathon and explored the boundaries of my coding capabilities.,
1270,1271,Praveen Patel,21881A0552,30-09-2023 17:45,Enjoyed the robotics competition. Learned a lot from the challenges. #Impressive,
3109,3110,Prashant Reddy,22881A0422,05-10-2023 15:15,The career fair opened up new possibilities. Excited for the future. #CareerOpportunities,
1277,1278,Vikas Menon,21881A0576,30-09-2023 11:00,Innovative and impressive projects were on display at the exhibition.,
3716,3717,Anvi Menon,21881A1226,01-10-2023 20:00,More entertainment and events need to be conducted. It has been very dry.,
7173,7174,Varun Singhania,21881A1250,29-09-2023 23:00,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
533,534,Sneha Rajput,22881A6686,05-10-2023 15:15,Insipid,
752,753,Aryan Kapoor,21881A0599,21-09-2023 14:30,Frustrating,
7841,7842,Sunil Nair,21881A1224,21-09-2023 18:30,"Attended the hackathon, where I exceeded my coding limits for a fulfilling experience. #HackathonChallenges",
947,948,Vikram Prasad,21881A0505,18-09-2023 16:00,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
2534,2535,Sumanth Reddy,22881A0486,02-10-2023 18:30,The panel discussion on innovation was enlightening. Inspired to think outside the box. #InnovationPanel,
3215,3216,Vihan Joshi,22881A7382,19-09-2023 11:00,Participated in the science quiz and had a blast! Testing our knowledge was so much fun. #QuizWhiz,
7580,7581,Anvi Menon,22881A7341,03-10-2023 15:30,The faculty and management are least interactive,
8500,8501,Ananya Choudhury,21881A6660,01-10-2023 23:00,Explored the latest trends in technology at the tech expo. Exciting innovations ahead! #TechInnovations,
1138,1139,Anupama Naidu,21881A0401,05-10-2023 12:45,"Immersed myself in the hackathon, where coding challenges were met head-on. #HackathonChallenges",
8788,8789,Kirti Rajan,21881A0520,30-09-2023 10:15,Enjoyed the robotics competition. Learned a lot from the challenges. #Impressive,
7369,7370,Amrutha Nair,21881A7299,03-10-2023 19:15,"Attended a compelling entrepreneurship workshop, leaving me inspired and prepared to embark on my own business journey. #EntrepreneurialDreams",
2411,2412,Kirti Varma,21881A0543,29-09-2023 10:15,Disorganized,
1786,1787,Rohan Khanna,22881A0467,30-09-2023 22:15,The entrepreneurship workshop fueled my passion for business. Ready to embark on a new journey. #EntrepreneurialJourney,
9597,9598,Harsha Reddy,21881A0480,19-09-2023 09:30,Inspired by the session on sustainable energy. Time to make a difference! #Sustainability,
3332,3333,Geeta Menon,21881A0599,01-10-2023 20:00,Neglectful,
2187,2188,Ananya Kumar,21881A7245,04-10-2023 23:00,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
4511,4512,Anusha Venkatesh,21881A1231,20-09-2023 09:30,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
200,201,Geeta Menon,22881A7279,02-10-2023 22:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
1176,1177,Shalini Reddy,22881A7319,18-09-2023 20:00,"Engulfed in the art exhibition, I witnessed a visual treat with an abundance of creativity and showcased talent. #ArtisticFeast",
3877,3878,Kavita Sharma,22881A0577,04-10-2023 14:30,Attended an inspiring workshop on machine learning. Explored the future of ML! #MLInnovations,
7743,7744,Ananya Rao,22881A0478,02-10-2023 09:30,The gaming tournament was a thrilling experience! Competitive spirit at its best. #GamingThrills,
9352,9353,Shruti Kapoor,22881A0453,01-10-2023 09:30,The career fair opened up new possibilities. Excited for the future. #CareerOpportunities,
9146,9147,Neha Reddy,21881A7387,30-09-2023 16:00,"Attended workshops on machine learning that proved to be enlightening, with an abundance of information to absorb and learn. #MLInsights",
1122,1123,Kirtana Menon,22881A6667,24-09-2023 11:00,Insipid,
7589,7590,Maya Joshi,22881A0466,01-10-2023 10:15,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
5525,5526,Rohan Khanna,22881A0469,01-10-2023 23:00,Unattractive,
3095,3096,Adarsh Rajput,22881A0465,02-10-2023 15:15,Unpleasant,
5555,5556,Nisha Iyer,22881A0475,02-10-2023 17:45,"Participated in a quiz competition that was both intense and exciting, stretching our knowledge to the maximum. #QuizThrills",
1861,1862,Aadi Singhania,22881A7382,01-10-2023 23:00,More entertainment and events need to be conducted. It has been very dry. Looking for more such events in the future.,
750,751,Amrutha Nair,22881A0561,30-09-2023 21:30,Explored the tech expo to discover the latest trends in technology. Exciting innovations are on the way! #TechTrends,
3034,3035,Amrita Nair,22881A7343,03-10-2023 19:15,"The art exhibition provided a sensory feast, showcasing an impressive blend of creativity and talent. #ArtisticFeast",
7823,7824,Shruthi Nair,22881A0521,04-10-2023 18:30,"Participated in a nerve-wracking yet thrilling quiz competition, stretching our knowledge to the maximum. #QuizThrills",
1977,1978,Siddharth Naidu,21881A1228,30-09-2023 19:15,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
44,45,Varun Singhania,21881A0483,21-09-2023 10:15,Investigated the current technology landscape at the tech expo. Anticipating exciting innovations in the future! #TechTrends,
5730,5731,Aryan Gupta,22881A6667,18-09-2023 17:45,Insipid,
6708,6709,Ananya Reddy,21881A7361,03-10-2023 12:45,"Participated in a session that explored AI, envisioning an exciting future driven by continuous AI advancements. #AIFuture",
1513,1514,Madhuri Sharma,21881A0560,29-09-2023 21:30,The virtual reality experience was mind-blowing. Felt like entering a new dimension. #VRExperience,
1236,1237,Tara Mehra,21881A1211,29-09-2023 17:45,Debate competition was intense! Stimulating intellectual exchange. #DebateIntellect,
5061,5062,Rajat Kumar,21881A1232,20-09-2023 20:45,Attended an inspiring entrepreneurship workshop. Ready to embark on my entrepreneurial journey! #EntrepreneurialSpirit,
9224,9225,Anjali Menon,22881A7237,03-10-2023 17:45,Entered the hackathon and explored the boundaries of my coding capabilities.,
6926,6927,Geeta Menon,21881A0599,30-09-2023 15:15,Underwhelming,
9550,9551,Arnav Desai,22881A0467,03-10-2023 21:30,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
6345,6346,Manish Nair,22881A0457,04-10-2023 22:15,"Attended a thought-provoking data science session, unveiling boundless possibilities. #DataScienceInsights",
3289,3290,Kavita Sharma,21881A0403,24-09-2023 12:45,The coding challenges were tough but exciting. Improved my problem-solving skills. #CodingChallenge,
6112,6113,Divya Reddy,22881A7397,02-10-2023 09:30,"Attended the hackathon, successfully pushing my coding abilities to new thresholds.",
8566,8567,Dinesh Nair,21881A1261,29-09-2023 17:45,Underwhelming,
8655,8656,Revathi Iyer,22881A0442,03-10-2023 10:15,Attended an engaging workshop on data science. The future of technology! #DataScienceWorkshop,
5215,5216,Shankar Menon,22881A0435,01-10-2023 19:15,The panel discussion on future technologies was thought-provoking. Excited for what's to come. #FutureTechPanel,
4868,4869,Nithya Prakash,21881A7389,29-09-2023 19:15,"Delved into the marvels of science at the science fair, encountering a wealth of learning and exploration! #ScienceExploration",
9834,9835,Prashant Reddy,22881A7351,02-10-2023 09:30,"Participated in an uplifting workshop on entrepreneurship, instilling the motivation to pursue my entrepreneurial dreams. #EntrepreneurialDreams",
6470,6471,Neha Verma,22881A0458,04-10-2023 20:00,The closing ceremony brought tears of joy. Grateful for the memories. #Gratitude,
1674,1675,Shalini Reddy,22881A7273,18-09-2023 16:00,More entertainment and events need to be conducted. It has been very dry.,
5767,5768,Madhuri Sharma,22881A0435,04-10-2023 10:15,"Explored the wonders of science at the science fair, uncovering a multitude of learning and discovery experiences. #ScienceExploration",
1383,1384,Praveen Chauhan,21881A0599,30-09-2023 15:15,Art exhibition was a feast for the eyes. So much creativity and talent showcased! #ArtisticFeast,
8346,8347,Aarush Joshi,21881A1278,30-09-2023 15:15,Participated in the hackathon. Pushed my coding skills to the limit. #CodingChallenge,
